ec5	pdb	cathids	catalytic_cathids	unrelated?	number_unrelated_domains
5.3.1.14	3ito	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3itx	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3ity	3.20.20.150	3.20.20.150	n	0
5.3.1.14	2hcv	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3itt	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3itv	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3m0h	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3m0l	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3m0m	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3m0v	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3m0x	3.20.20.150	3.20.20.150	n	0
5.3.1.14	3m0y	3.20.20.150	3.20.20.150	n	0
5.3.1.16	2w79	3.20.20.70	3.20.20.70	n	0
5.3.1.16	2y89	3.20.20.70	3.20.20.70	n	0
5.3.1.16	2y88	3.20.20.70	3.20.20.70	n	0
5.3.1.16	4gj1	3.20.20.70	3.20.20.70	n	0
5.3.1.16	2agk	3.20.20.70	3.20.20.70	n	0
5.3.1.16	1vzw	3.20.20.70	3.20.20.70	n	0
5.3.1.16	1qo2	3.20.20.70	3.20.20.70	n	0
5.3.1.16	2y85	3.20.20.70	3.20.20.70	n	0
5.3.1.16	4axk	3.20.20.70	3.20.20.70	n	0
5.3.1.16	4x2r	3.20.20.70	3.20.20.70	n	0
5.3.1.16	2cff	3.20.20.70	3.20.20.70	n	0
5.3.1.16	4wd0	3.20.20.70	3.20.20.70	n	0
5.3.1.16	2vep	3.20.20.70	3.20.20.70	n	0
5.3.1.16	3zs4	3.20.20.70	3.20.20.70	n	0
5.3.1.16	2x30	3.20.20.70	3.20.20.70	n	0
5.3.1.17	1xru	2.60.120.520;2.60.120.10	2.60.120.520;2.60.120.10	n	0
5.3.1.17	1x8m	2.60.120.520;2.60.120.10	2.60.120.520;2.60.120.10	n	0
5.3.1.22	3ngf	3.20.20.150	3.20.20.150	n	0
5.3.1.22	1k77	3.20.20.150	3.20.20.150	n	0
5.3.1.23	1t5o	1.20.120.420;3.40.50.10470	1.20.120.420;3.40.50.10470	n	0
5.3.1.23	4ldr	1.20.120.420;3.40.50.10470	1.20.120.420;3.40.50.10470	n	0
5.3.1.23	1t9k	1.20.120.420;3.40.50.10470	1.20.120.420;3.40.50.10470	n	0
5.3.1.23	2a0u	1.20.120.420;3.40.50.10470	1.20.120.420;3.40.50.10470	n	0
5.3.1.23	4ldq	1.20.120.420;3.40.50.10470	1.20.120.420;3.40.50.10470	n	0
5.3.1.23	2yvk	1.20.120.420;3.40.50.10470	1.20.120.420;3.40.50.10470	n	0
5.3.1.23	2yrf	1.20.120.420;3.40.50.10470	1.20.120.420;3.40.50.10470	n	0
5.3.1.24	1nsj	3.20.20.70	3.20.20.70	n	0
5.3.1.24	2y88	3.20.20.70	3.20.20.70	n	0
5.3.1.24	1vzw	3.20.20.70	3.20.20.70	n	0
5.3.1.24	1dl3	3.20.20.70	3.20.20.70	n	0
5.3.1.24	1pii	3.20.20.70;3.20.20.70	3.20.20.70	n	0
5.3.1.24	2y85	3.20.20.70	3.20.20.70	n	0
5.3.1.24	1jcm	3.20.20.70	3.20.20.70	n	0
5.3.1.24	1v5x	3.20.20.70	3.20.20.70	n	0
5.3.1.24	1lbm	3.20.20.70	3.20.20.70	n	0
5.3.1.24	2y89	3.20.20.70	3.20.20.70	n	0
5.3.1.24	2vep	3.20.20.70	3.20.20.70	n	0
5.3.1.24	4aaj	3.20.20.70	3.20.20.70	n	0
5.3.1.24	3zs4	3.20.20.70	3.20.20.70	n	0
5.3.1.24	2x30	3.20.20.70	3.20.20.70	n	0
5.3.1.25	4c20	3.40.50.1070;3.40.275.10;3.20.14.10	3.40.50.1070;3.40.275.10;3.20.14.10	n	0
5.3.1.25	1fui	3.40.50.1070;3.40.275.10;3.20.14.10	3.40.50.1070;3.40.275.10;3.20.14.10	n	0
5.3.1.26	4lfn	3.40.1400.10	3.40.1400.10	n	0
5.3.1.26	4lfl	3.40.1400.10	3.40.1400.10	n	0
5.3.1.26	4lfm	3.40.1400.10	3.40.1400.10	n	0
5.3.1.26	4lfk	3.40.1400.10	3.40.1400.10	n	0
5.3.1.27	1viv	3.40.50.10490	3.40.50.10490	n	0
5.3.1.27	1jeo	3.40.50.10490	3.40.50.10490	n	0
5.3.1.27	1m3s	3.40.50.10490	3.40.50.10490	n	0
5.3.1.28	1tk9	3.40.50.10490	3.40.50.10490	n	0
5.3.1.28	3bjz	3.40.50.10490	3.40.50.10490	n	0
5.3.1.28	2xbl	3.40.50.10490	3.40.50.10490	n	0
5.3.1.28	1x92	3.40.50.10490	3.40.50.10490	n	0
5.3.1.28	2x3y	3.40.50.10490	3.40.50.10490	n	0
5.3.1.28	1x94	3.40.50.10490	3.40.50.10490	n	0
5.3.1.28	2i22	3.40.50.10490	3.40.50.10490	n	0
5.3.1.28	2i2w	3.40.50.10490	3.40.50.10490	n	0
5.3.1.29	3vm6	1.20.120.420;3.40.50.10470	1.20.120.420;3.40.50.10470	n	0
5.3.1.29	3a9c	1.20.120.420;3.40.50.10470	1.20.120.420;3.40.50.10470	n	0
5.3.1.29	3a11	1.20.120.420;3.40.50.10470	1.20.120.420;3.40.50.10470	n	0
5.3.1.31	2zbl	1.50.10.10	1.50.10.10	n	0
5.3.1.31	2afa	1.50.10.10	1.50.10.10	n	0
5.3.1.31	2rgk	1.50.10.10	1.50.10.10	n	0
5.3.2.1	3ijj	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1gyj	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4osf	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3ijg	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3ce4	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1gyy	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1gyx	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3jsf	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3jsg	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3smc	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3smb	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1ca7	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4p0h	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3wns	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4gum	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3wnt	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1p1g	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3b9s	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4dh4	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4f2k	3.30.429.10	3.30.429.10	n	0
5.3.2.1	2ooz	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4evg	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3jtu	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4k9g	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4etg	3.30.429.10	3.30.429.10	n	0
5.3.2.1	2oow	3.30.429.10	3.30.429.10	n	0
5.3.2.1	2ooh	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1gcz	3.30.429.10	3.30.429.10	n	0
5.3.2.1	2gdg	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3l5r	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3l5s	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3l5p	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1fim	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3l5v	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3l5t	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3l5u	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1cgq	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4grn	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4oyq	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3hof	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4grp	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3wnr	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1mif	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1gd0	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4gro	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3u18	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4p01	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1hfo	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1uiz	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1ljt	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1mff	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4eui	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4gru	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1mfi	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3dji	3.30.429.10	3.30.429.10	n	0
5.3.2.1	3djh	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4grq	3.30.429.10	3.30.429.10	n	0
5.3.2.1	1gif	3.30.429.10	3.30.429.10	n	0
5.3.2.1	4grr	3.30.429.10	3.30.429.10	n	0
5.3.2.2	3mb2	3.30.429.10	3.30.429.10	n	0
5.3.2.2	4fdx	3.30.429.10	3.30.429.10	n	0
5.3.2.2	3abf	3.30.429.10	3.30.429.10	n	0
5.3.2.3	2pae	2.60.120.10	2.60.120.10	n	0
5.3.2.3	2pam	2.60.120.10	2.60.120.10	n	0
5.3.2.3	2pa7	2.60.120.10	2.60.120.10	n	0
5.3.2.3	2pak	2.60.120.10	2.60.120.10	n	0
5.3.2.5	2oel	3.30.70.150;3.20.20.110	3.30.70.150;3.20.20.110	n	0
5.3.2.5	2oem	3.30.70.150;3.20.20.110	3.30.70.150;3.20.20.110	n	0
5.3.2.5	2oej	3.30.70.150;3.20.20.110	3.30.70.150;3.20.20.110	n	0
5.3.2.5	2oek	3.30.70.150;3.20.20.110	3.30.70.150;3.20.20.110	n	0
5.3.2.5	3fk4	3.30.70.150;3.20.20.110	3.30.70.150;3.20.20.110	n	0
5.3.2.5	2zvi	3.30.70.150;3.20.20.110	3.30.70.150;3.20.20.110	n	0
5.3.2.6	4otc	3.30.429.10	3.30.429.10	n	0
5.3.2.6	4otb	3.30.429.10	3.30.429.10	n	0
5.3.2.6	1otf	3.30.429.10	3.30.429.10	n	0
5.3.2.6	2fm7	3.30.429.10	3.30.429.10	n	0
5.3.2.6	2op8	3.30.429.10	3.30.429.10	n	0
5.3.2.6	2opa	3.30.429.10	3.30.429.10	n	0
5.3.2.6	4ota	3.30.429.10	3.30.429.10	n	0
5.3.2.6	1bjp	3.30.429.10	3.30.429.10	n	0
5.3.3.1	1e3v	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3oxa	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3rgr	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1e3r	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1buq	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3cox	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	3m8c	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3owy	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3vsy	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3ows	3.10.450.50	3.10.450.50	y	3
5.3.3.1	2gew	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1vzz	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1cqs	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3nm2	3.10.450.50	3.10.450.50	y	3
5.3.3.1	4u2l	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	4l7k	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3nhx	3.10.450.50	3.10.450.50	y	3
5.3.3.1	2inx	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1ijh	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1w01	3.10.450.50	3.10.450.50	y	3
5.3.3.1	“1e97”	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3nbr	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1n1p	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	3cpo	3.10.450.50	3.10.450.50	y	3
5.3.3.1	2pzv	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1b4v	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	3vgn	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3cnj	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1cc2	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	3b3r	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1opy	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3ox9	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1mxt	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1ocv	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1isk	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1gs3	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3myt	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1cbo	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1ea2	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1coy	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1oh0	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3nuv	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1ogx	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1ogz	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3mki	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3t8u	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3ov4	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1w02	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3owu	3.10.450.50	3.10.450.50	y	3
5.3.3.1	4k1u	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3ipt	3.10.450.50	3.10.450.50	y	3
5.3.3.1	4cdl	3.10.450.50	3.10.450.50	y	3
5.3.3.1	4k1v	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3unl	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3t8n	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1c7h	3.10.450.50	3.10.450.50	y	3
5.3.3.1	4u2t	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1ohp	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1k41	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1ohs	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3gyi	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	3fzw	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1qjg	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3gyj	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	4u2s	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1dmq	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3sed	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3mhe	3.10.450.50	3.10.450.50	y	3
5.3.3.1	8cho	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1dmm	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1dmn	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1w6y	3.10.450.50	3.10.450.50	y	3
5.3.3.1	3b6d	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1b8s	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1w00	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1n4u	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	3nxj	3.10.450.50	3.10.450.50	y	3
5.3.3.1	1n4w	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1n4v	3.50.50.60;3.30.410.10	3.50.50.60;3.30.410.10	y	3
5.3.3.1	1oho	3.10.450.50	3.10.450.50	y	3
5.3.3.2	1nfs	3.90.79.10	3.90.79.10	y	2
5.3.3.2	1vcf	3.20.20.70	3.20.20.70	y	2
5.3.3.2	1vcg	3.20.20.70	3.20.20.70	y	2
5.3.3.2	1q54	3.90.79.10	3.90.79.10	y	2
5.3.3.2	3hyq	3.90.79.10	3.90.79.10	y	2
5.3.3.2	1nfz	3.90.79.10	3.90.79.10	y	2
5.3.3.2	1hzt	3.90.79.10	3.90.79.10	y	2
5.3.3.2	3sr7	3.20.20.70	3.20.20.70	y	2
5.3.3.2	4n02	3.20.20.70	3.20.20.70	y	2
5.3.3.2	1x84	3.90.79.10	3.90.79.10	y	2
5.3.3.2	1x83	3.90.79.10	3.90.79.10	y	2
5.3.3.2	2vnp	3.90.79.10	3.90.79.10	y	2
5.3.3.2	2vnq	3.90.79.10	3.90.79.10	y	2
5.3.3.2	2b2k	3.90.79.10	3.90.79.10	y	2
5.3.3.2	2zrz	3.20.20.70	3.20.20.70	y	2
5.3.3.2	3b06	3.20.20.70	3.20.20.70	y	2
5.3.3.2	3b05	3.20.20.70	3.20.20.70	y	2
5.3.3.2	3b04	3.20.20.70	3.20.20.70	y	2
5.3.3.2	3b03	3.20.20.70	3.20.20.70	y	2
5.3.3.2	1ppw	3.90.79.10	3.90.79.10	y	2
5.3.3.2	1ppv	3.90.79.10	3.90.79.10	y	2
5.3.3.2	1pvf	3.90.79.10	3.90.79.10	y	2
5.3.3.2	1r67	3.90.79.10	3.90.79.10	y	2
5.3.3.2	3vkj	3.20.20.70	3.20.20.70	y	2
5.3.3.2	2zrv	3.20.20.70	3.20.20.70	y	2
5.3.3.2	2zru	3.20.20.70	3.20.20.70	y	2
5.3.3.2	2g73	3.90.79.10	3.90.79.10	y	2
5.3.3.2	2g74	3.90.79.10	3.90.79.10	y	2
5.3.3.2	2zrx	3.20.20.70	3.20.20.70	y	2
5.3.3.2	2zry	3.20.20.70	3.20.20.70	y	2
5.3.3.2	1i9a	3.90.79.10	3.90.79.10	y	2
5.3.3.2	1p0n	3.20.20.70	3.20.20.70	y	2
5.3.3.2	1p0k	3.20.20.70	3.20.20.70	y	2
5.3.3.2	2zrw	3.20.20.70	3.20.20.70	y	2
5.3.3.2	1hx3	3.90.79.10	3.90.79.10	y	2
5.3.3.2	1ow2	3.90.79.10	3.90.79.10	y	2
5.3.3.3	1u8v	1.10.3140.10;2.40.110.10;1.20.140.10	1.10.3140.10;2.40.110.10;1.20.140.10	n	0
5.3.3.6	3g7k	3.10.310.10	3.10.310.10	n	0
5.3.3.8	2x58	3.90.226.10;3.40.50.720	3.90.226.10	y	4
5.3.3.8	3r9q	3.90.226.10	3.90.226.10	y	4
5.3.3.8	2d3t	3.90.226.10;3.40.50.720	3.90.226.10	y	4
5.3.3.8	3tlf	3.90.226.10;1.10.12.10	3.90.226.10	y	4
5.3.3.8	3zw8	3.90.226.10;3.40.50.720	3.90.226.10	y	4
5.3.3.8	3zw9	3.90.226.10;3.40.50.720	3.90.226.10	y	4
5.3.3.8	1k39	3.90.226.10	3.90.226.10	y	4
5.3.3.8	2cqu	1.20.80.10	1.20.80.10	y	4
5.3.3.8	4u1a	3.90.226.10;1.10.12.10	3.90.226.10	y	4
5.3.3.8	2f6q	3.90.226.10;1.10.12.10	3.90.226.10	y	4
5.3.3.8	4u19	3.90.226.10;1.10.12.10	3.90.226.10	y	4
5.3.3.8	1xx4	3.90.226.10	3.90.226.10	y	4
5.3.3.8	1sg4	3.90.226.10	3.90.226.10	y	4
5.3.3.8	4u18	3.90.226.10;1.10.12.10	3.90.226.10	y	4
5.3.3.8	2wtb	3.90.226.10;3.40.50.720	3.90.226.10	y	4
5.3.3.8	1pjh	3.90.226.10	3.90.226.10	y	4
5.3.3.8	1zcj	3.40.50.720;1.10.1040.10	3.40.50.720;1.10.1040.10	y	4
5.3.3.8	1hnu	3.90.226.10	3.90.226.10	y	4
5.3.3.8	1wdl	3.90.226.10;3.40.50.720	3.90.226.10	y	4
5.3.3.8	1wdm	3.90.226.10;3.40.50.720	3.90.226.10	y	4
5.3.3.8	1hno	3.90.226.10	3.90.226.10	y	4
5.3.3.8	1wdk	3.90.226.10;3.40.50.720	3.90.226.10	y	4
5.3.3.8	3zwb	3.90.226.10;3.40.50.720	3.90.226.10	y	4
5.3.3.8	3zwc	3.90.226.10;3.40.50.720	3.90.226.10	y	4
5.3.3.8	3qxz	3.90.226.10;1.10.12.10	3.90.226.10	y	4
5.3.3.8	3zwa	3.90.226.10;3.40.50.720	3.90.226.10	y	4
5.3.3.10	1i7o	3.90.850.10;3.90.850.10	3.90.850.10	y	2
5.3.3.10	2dfu	3.90.850.10	3.90.850.10	y	2
5.3.3.10	1otg	3.30.429.10	3.30.429.10	y	2
5.3.3.10	4jj9	3.30.429.10	3.30.429.10	y	2
5.3.3.10	1gtt	3.90.850.10;3.90.850.10	3.90.850.10	y	2
5.3.3.10	1wzo	2.30.30.370;3.90.850.10	3.90.850.10	y	2
5.3.3.10	3qdf	3.90.850.10	3.90.850.10	y	2
5.3.3.12	3ijj	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4osf	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3ijg	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3ce4	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3jsf	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3jsg	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3smc	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3smb	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1ca7	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3wns	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4gum	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3wnt	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1p1g	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3b9s	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4p0h	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4f2k	3.30.429.10	3.30.429.10	y	3
5.3.3.12	2ooz	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4evg	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3jtu	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4k9g	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4etg	3.30.429.10	3.30.429.10	y	3
5.3.3.12	2oow	3.30.429.10	3.30.429.10	y	3
5.3.3.12	2ooh	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1gcz	3.30.429.10	3.30.429.10	y	3
5.3.3.12	2gdg	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3l5r	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3l5s	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3l5p	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1fim	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3l5v	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3l5t	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3l5u	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1cgq	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4grn	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4oyq	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3hof	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4grp	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4hx1	3.30.500.10;2.60.40.10	3.30.500.10;2.60.40.10	y	3
5.3.3.12	3wnr	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1mif	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1gd0	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4gro	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3u18	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4p01	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1hfo	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1uiz	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1ljt	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1mff	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4eui	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4gru	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1mfi	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3dji	3.30.429.10	3.30.429.10	y	3
5.3.3.12	3djh	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4grq	3.30.429.10	3.30.429.10	y	3
5.3.3.12	1gif	3.30.429.10	3.30.429.10	y	3
5.3.3.12	4grr	3.30.429.10	3.30.429.10	y	3
5.3.3.14	4fq9	3.10.129.10	3.10.129.10	n	0
5.3.3.14	4keh	3.10.129.10	3.10.129.10	n	0
5.3.3.14	4b0j	3.10.129.10	3.10.129.10	n	0
5.3.3.14	4b0i	3.10.129.10	3.10.129.10	n	0
5.3.3.14	1mkb	3.10.129.10	3.10.129.10	n	0
5.3.3.14	1mka	3.10.129.10	3.10.129.10	n	0
5.3.3.14	4b8u	3.10.129.10	3.10.129.10	n	0
5.3.3.14	4b0b	3.10.129.10	3.10.129.10	n	0
5.3.3.14	4b0c	3.10.129.10	3.10.129.10	n	0
5.3.3.14	3q62	3.10.129.10	3.10.129.10	n	0
5.3.3.17	1t6k	3.10.310.10;3.10.310.10	3.10.310.10;3.10.310.10	n	0
5.3.3.17	1u1x	3.10.310.10;3.10.310.10	3.10.310.10;3.10.310.10	n	0
5.3.3.17	1xua	3.10.310.10;3.10.310.10	3.10.310.10;3.10.310.10	n	0
5.3.3.17	1u1w	3.10.310.10;3.10.310.10	3.10.310.10;3.10.310.10	n	0
5.3.3.17	1u1v	3.10.310.10;3.10.310.10	3.10.310.10;3.10.310.10	n	0
5.3.3.17	1xub	3.10.310.10;3.10.310.10	3.10.310.10;3.10.310.10	n	0
5.3.3.18	4mi2	3.90.226.10;1.10.12.10	3.90.226.10;1.10.12.10	n	0
5.3.3.18	4fzw	3.90.226.10;1.10.12.10	3.90.226.10;1.10.12.10	n	0
5.3.4.1	2dj1	3.40.30.10	3.40.30.10	n	0
5.3.4.1	2dj2	3.40.30.10	3.40.30.10	n	0
5.3.4.1	2dj3	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3ph9	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3uem	3.40.30.10;3.40.30.10;3.40.30.10	3.40.30.10	n	0
5.3.4.1	4ef0	3.40.30.10	3.40.30.10	n	0
5.3.4.1	2k18	3.40.30.10;3.40.30.10	3.40.30.10	n	0
5.3.4.1	1bjx	3.40.30.10	3.40.30.10	n	0
5.3.4.1	2dmm	3.40.30.10	3.40.30.10	n	0
5.3.4.1	2dml	3.40.30.10	3.40.30.10	n	0
5.3.4.1	2b5e	3.40.30.10;3.40.30.10;3.40.30.10	3.40.30.10	n	0
5.3.4.1	2kp1	3.40.30.10	3.40.30.10	n	0
